Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Siemens,Model232,708.0,,Double Door,None,Gray,Plastic,3.0,India,929.0,4775.0,Text232,Category1
Frigidaire,Model233,721.0,A+,Single Door,None,Black,Plastic,7.0,India,485.0,4541.0,Text233,Category2
Whirlpool,Model234,248.0,B,Single Door,None,Black,Glass,7.0,China,670.0,2798.0,Text234,Category2
Frigidaire,Model235,338.0,A+,Double Door,Water Dispenser,Silver,Glass,9.0,China,1787.0,2309.0,,Category3
Panasonic,Model236,230.0,A+,Side-by-Side,Water Dispenser,White,Glass,9.0,Germany,1798.0,3392.0,Text236,Category3
Samsung,Model237,516.0,A++,Double Door,None,White,Glass,3.0,USA,1901.0,3908.0,Text237,Category3
Siemens,,743.0,A+,Double Door,None,White,Plastic,9.0,India,1977.0,2016.0,Text238,Category2
Bosch,Model239,451.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,7.0,Germany,1636.0,3576.0,Text239,Category2
Whirlpool,Model240,264.0,A,Side-by-Side,None,Black,Glass,4.0,China,1310.0,4360.0,Text240,Category3
Whirlpool,Model241,309.0,B,Double Door,Ice Dispenser,Silver,Plastic,6.0,India,922.0,4546.0,Text241,Category2
Siemens,Model242,275.0,A,Single Door,Water Dispenser,Black,Plastic,1.0,China,1942.0,4158.0,Text242,Category1
Frigidaire,Model243,523.0,,Side-by-Side,None,Silver,Plastic,5.0,India,1767.0,2102.0,Text243,Category1
Samsung,Model244,363.0,B,Side-by-Side,Water Dispenser,White,Glass,9.0,China,677.0,2503.0,Text244,Category2
Siemens,Model245,632.0,B,Side-by-Side,None,Black,Stainless Steel,6.0,USA,1335.0,1618.0,Text245,Category2
Frigidaire,,270.0,A+,Side-by-Side,None,Silver,Glass,7.0,Germany,340.0,2780.0,Text246,Category3
Siemens,Model247,314.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,USA,832.0,2185.0,Text247,Category1
Frigidaire,Model248,573.0,A++,Single Door,Water Dispenser,,Stainless Steel,1.0,Germany,1557.0,4622.0,Text248,Category2
Samsung,Model249,548.0,A+,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,9.0,China,222.0,4774.0,Text249,Category3
Samsung,Model250,446.0,,Double Door,Smart Connectivity,White,Glass,8.0,USA,1923.0,3688.0,Text250,Category2
Samsung,Model251,121.0,A,Side-by-Side,Water Dispenser,White,Glass,4.0,China,1335.0,3472.0,Text251,Category3
Haier,Model252,348.0,A,Side-by-Side,Ice Dispenser,White,Plastic,5.0,USA,1849.0,,Text252,Category2
Panasonic,Model253,746.0,A,Side-by-Side,,Black,Plastic,6.0,USA,557.0,3061.0,Text253,Category1
Frigidaire,,133.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,4.0,,1539.0,4380.0,Text254,Category2
Samsung,Model255,247.0,A+,Single Door,None,White,Stainless Steel,,Germany,848.0,4821.0,Text255,Category3
Siemens,Model256,200.0,B,Double Door,Water Dispenser,White,Glass,5.0,China,1644.0,4022.0,Text256,Category3
Haier,Model257,532.0,A++,Double Door,Smart Connectivity,White,Plastic,6.0,USA,1045.0,3933.0,Text257,Category3
Panasonic,Model258,283.0,A,,Water Dispenser,Silver,Plastic,7.0,Germany,1152.0,3043.0,,Category3
Electrolux,Model259,606.0,A,Side-by-Side,None,White,Stainless Steel,6.0,Germany,541.0,1277.0,Text259,Category2
Electrolux,Model260,362.0,A++,Double Door,Water Dispenser,,Glass,3.0,India,583.0,4378.0,Text260,
Samsung,Model261,595.0,A+,Double Door,None,Silver,Glass,1.0,India,1209.0,3286.0,Text261,Category2
Haier,Model262,380.0,A,Single Door,Water Dispenser,Black,Stainless Steel,,Germany,1285.0,3939.0,Text262,Category1
Electrolux,Model263,439.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,3.0,India,226.0,2323.0,Text263,Category1
Panasonic,Model264,411.0,A,Double Door,Water Dispenser,Black,Stainless Steel,2.0,India,1141.0,3394.0,Text264,Category2
Electrolux,Model265,220.0,A++,Double Door,Water Dispenser,Silver,Plastic,3.0,USA,475.0,3680.0,Text265,Category3
LG,Model266,408.0,,Double Door,Ice Dispenser,White,Stainless Steel,3.0,USA,380.0,,Text266,Category1
Samsung,Model267,767.0,A+,Side-by-Side,Ice Dispenser,Black,Plastic,9.0,USA,1808.0,1293.0,Text267,Category2
GE,Model268,,A++,Double Door,Water Dispenser,Black,Glass,1.0,China,891.0,2436.0,Text268,Category3
Samsung,Model269,281.0,B,Side-by-Side,None,Silver,Glass,6.0,Germany,1247.0,4528.0,Text269,Category1
Haier,Model270,779.0,A++,Single Door,Water Dispenser,White,Stainless Steel,2.0,Germany,961.0,3908.0,,Category3
Br@ndX,Model271,377.0,A++,Double Door,Smart Connectivity,Silver,Glass,4.0,India,1737.0,1505.0,,Category3
GE,Model272,765.0,A++,Side-by-Side,None,Black,Plastic,8.0,USA,1609.0,,Text272,Category3
Samsung,Model273,785.0,A+,Double Door,Smart Connectivity,Silver,,2.0,Germany,1986.0,4738.0,Text273,Category2
Electrolux,Model274,417.0,A,Single Door,None,Silver,Stainless Steel,7.0,China,1279.0,2970.0,Text274,Category3
Siemens,Model275,198.0,A++,Side-by-Side,None,Silver,Plastic,1.0,China,616.0,4557.0,Text275,Category1
Br@ndX,Model276,281.0,,Side-by-Side,Smart Connectivity,White,Glass,1.0,India,1861.0,1406.0,Text276,Category1
Haier,Model277,573.0,A,Side-by-Side,Smart Connectivity,White,,4.0,Germany,1710.0,1646.0,Text277,Category3
Haier,Model278,444.0,A,Double Door,None,White,Glass,2.0,USA,1617.0,4193.0,Text278,Category3
Haier,Model279,546.0,A++,Single Door,None,Black,Plastic,8.0,Germany,413.0,4351.0,Text279,Category2
Electrolux,Model280,592.0,B,,Ice Dispenser,Gray,Stainless Steel,7.0,USA,1109.0,4757.0,Text280,Category1
Whirlpool,Model281,452.0,A,,None,Gray,,3.0,China,1227.0,2530.0,Text281,Category3
Frigidaire,Model282,338.0,A+,Double Door,None,Silver,Glass,1.0,India,1803.0,4529.0,Text282,Category3
GE,Model283,757.0,A,Double Door,Ice Dispenser,Black,Plastic,7.0,India,1879.0,4537.0,Text283,Category3
Whirlpool,Model284,717.0,A+,Double Door,Ice Dispenser,Black,Glass,1.0,India,1211.0,4879.0,Text284,Category3
Whirlpool,Model285,353.0,A++,Double Door,None,Black,Glass,2.0,Germany,773.0,3464.0,,Category3
Panasonic,Model286,696.0,A,Side-by-Side,Smart Connectivity,Gray,,3.0,USA,1226.0,2178.0,Text286,Category2
Siemens,Model287,,A,Single Door,None,Silver,Plastic,1.0,Germany,609.0,3981.0,Text287,Category1
Frigidaire,Model288,762.0,A+,Side-by-Side,Water Dispenser,Gray,Stainless Steel,2.0,,1720.0,3229.0,Text288,Category1
Electrolux,,739.0,B,Double Door,None,White,Glass,6.0,Germany,706.0,4815.0,Text289,Category3
Whirlpool,Model290,742.0,A++,Single Door,Smart Connectivity,White,Plastic,7.0,India,1168.0,3795.0,Text290,Category2
LG,Model291,466.0,A,Side-by-Side,None,Silver,Plastic,1.0,China,1012.0,4256.0,Text291,Category3
Electrolux,Model292,541.0,A,Double Door,Water Dispenser,,Stainless Steel,2.0,USA,1594.0,1142.0,Text292,Category3
Whirlpool,Model293,320.0,A,Double Door,Ice Dispenser,Black,Glass,8.0,,1019.0,1437.0,Text293,Category1
Haier,Model294,101.0,B,Side-by-Side,Ice Dispenser,,Plastic,6.0,Germany,734.0,3871.0,Text294,Category1
Panasonic,Model295,457.0,A,Single Door,Smart Connectivity,Gray,Plastic,6.0,India,1891.0,3134.0,Text295,Category1
GE,Model296,373.0,B,Double Door,None,Black,Stainless Steel,3.0,Germany,908.0,1603.0,Text296,Category2
Frigidaire,Model297,297.0,A,Single Door,Ice Dispenser,Gray,Plastic,7.0,China,674.0,3650.0,Text297,
Samsung,Model298,301.0,B,,Smart Connectivity,Black,Plastic,3.0,Germany,466.0,2615.0,Text298,Category2
Panasonic,Model299,727.0,A,Double Door,Water Dispenser,White,Plastic,7.0,USA,1713.0,3364.0,Text299,Category2
LG,Model300,601.0,B,Side-by-Side,Ice Dispenser,White,,3.0,Germany,1427.0,4622.0,Text300,Category2
Whirlpool,Model301,652.0,B,Single Door,Ice Dispenser,White,Stainless Steel,2.0,USA,922.0,3698.0,Text301,Category1
Samsung,Model302,279.0,A,Double Door,None,Gray,Glass,5.0,Germany,762.0,3039.0,Text302,Category3
Siemens,Model303,472.0,A++,Side-by-Side,None,Gray,Glass,4.0,,,4542.0,Text303,Category3
Siemens,Model304,104.0,,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,China,521.0,3709.0,Text304,Category2
Samsung,Model305,728.0,B,Double Door,Water Dispenser,Gray,Stainless Steel,8.0,USA,369.0,3418.0,Text305,Category2
LG,,673.0,B,,Smart Connectivity,White,Stainless Steel,2.0,USA,1816.0,1192.0,Text306,Category2
Whirlpool,Model307,222.0,B,Double Door,None,White,Stainless Steel,7.0,India,339.0,4534.0,Text307,Category2
Panasonic,Model308,317.0,A+,Side-by-Side,None,Gray,Glass,4.0,Germany,424.0,2658.0,Text308,Category1
Samsung,Model309,724.0,A++,,Water Dispenser,Black,Glass,8.0,China,1543.0,3772.0,Text309,Category3
Frigidaire,Model310,361.0,A++,Single Door,Smart Connectivity,White,Glass,7.0,USA,,4992.0,Text310,Category3
Panasonic,Model311,,B,Side-by-Side,,Silver,Stainless Steel,8.0,India,885.0,,Text311,Category3
Samsung,Model312,359.0,A,Double Door,Water Dispenser,White,Stainless Steel,,Germany,422.0,1838.0,Text312,Category2
Frigidaire,Model313,368.0,A+,Single Door,Water Dispenser,White,Stainless Steel,9.0,Germany,,3374.0,Text313,Category2
Frigidaire,Model314,295.0,B,Single Door,Ice Dispenser,,Plastic,2.0,Germany,783.0,1539.0,Text314,Category2
Samsung,Model315,,A++,Side-by-Side,Water Dispenser,Silver,Plastic,8.0,China,676.0,1941.0,Text315,Category3
Siemens,Model316,745.0,A+,Single Door,Water Dispenser,White,Glass,2.0,Germany,1741.0,1874.0,Text316,Category1
Siemens,Model317,674.0,A+,Single Door,Water Dispenser,Gray,Glass,4.0,India,1251.0,,Text317,Category1
Bosch,Model318,526.0,B,Single Door,,Gray,,9.0,USA,870.0,3625.0,Text318,Category2
Whirlpool,Model319,750.0,A+,Single Door,Smart Connectivity,White,Glass,,Germany,1315.0,2369.0,Text319,Category3
Bosch,Model320,238.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,1513.0,3689.0,Text320,Category2
Samsung,Model321,406.0,B,Side-by-Side,None,Silver,Plastic,6.0,India,1494.0,2694.0,Text321,Category1
Panasonic,Model322,527.0,B,,Water Dispenser,Gray,Stainless Steel,1.0,Germany,1651.0,1939.0,Text322,Category2
GE,Model323,223.0,A+,Single Door,Water Dispenser,White,Glass,3.0,USA,781.0,1468.0,Text323,Category1
Bosch,Model324,623.0,A,Single Door,Ice Dispenser,Gray,Plastic,7.0,USA,259.0,4361.0,Text324,Category2
Electrolux,Model325,631.0,A+,Single Door,Ice Dispenser,Silver,Glass,9.0,China,1780.0,2400.0,Text325,Category1
Siemens,Model326,759.0,A++,Side-by-Side,Smart Connectivity,White,Plastic,5.0,USA,1684.0,3773.0,Text326,Category2
Panasonic,Model327,435.0,A++,Side-by-Side,Smart Connectivity,Silver,Plastic,2.0,Germany,1489.0,4165.0,Text327,Category3
Bosch,Model328,266.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,Germany,1719.0,1568.0,Text328,Category1
Panasonic,Model329,201.0,A++,Double Door,Smart Connectivity,Silver,Plastic,4.0,China,1465.0,2015.0,Text329,Category3
Samsung,Model330,139.0,B,Side-by-Side,Smart Connectivity,White,Plastic,3.0,India,305.0,3222.0,Text330,Category1
Frigidaire,Model331,107.0,B,Side-by-Side,Water Dispenser,White,Plastic,7.0,USA,221.0,3450.0,Text331,Category2
Samsung,Model332,746.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,6.0,USA,1693.0,4463.0,Text332,Category2
Electrolux,,456.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,2.0,Germany,1912.0,,Text333,Category3
GE,Model334,290.0,A++,Side-by-Side,Water Dispenser,Gray,Glass,6.0,China,777.0,1132.0,Text334,Category2
Bosch,Model335,451.0,B,Side-by-Side,None,Silver,Glass,1.0,India,1171.0,2681.0,Text335,Category1
Haier,Model336,719.0,B,Single Door,Ice Dispenser,White,Glass,6.0,China,1804.0,1186.0,Text336,Category2
Panasonic,Model337,633.0,A++,Single Door,Smart Connectivity,White,Plastic,2.0,China,1046.0,2176.0,Text337,
Panasonic,Model338,789.0,B,,Water Dispenser,White,Plastic,9.0,USA,1633.0,2730.0,Text338,Category2
Whirlpool,Model339,763.0,A++,Double Door,Ice Dispenser,Black,Plastic,7.0,Germany,1972.0,1836.0,,Category3
Panasonic,Model340,668.0,A,Single Door,Water Dispenser,White,Stainless Steel,8.0,India,339.0,3758.0,Text340,Category3
Siemens,Model341,511.0,A,Single Door,,Gray,Stainless Steel,6.0,USA,1095.0,2304.0,Text341,Category2
Haier,,758.0,A,Single Door,Smart Connectivity,White,Plastic,1.0,China,1626.0,2676.0,Text342,Category3
Siemens,Model343,322.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,1.0,China,1494.0,2402.0,Text343,Category3
Siemens,Model344,722.0,A++,Single Door,Ice Dispenser,Silver,Glass,9.0,Germany,1797.0,4525.0,Text344,Category1
GE,Model345,276.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,3.0,India,1859.0,4853.0,Text345,Category2
Frigidaire,Model346,429.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,1.0,Germany,1631.0,3362.0,Text346,Category3
Whirlpool,Model347,686.0,A,Single Door,None,Silver,Plastic,9.0,China,1550.0,3265.0,Text347,Category3
Frigidaire,,632.0,B,Double Door,,Gray,Plastic,4.0,China,1966.0,4603.0,Text348,Category3
Electrolux,Model349,308.0,B,Side-by-Side,None,White,Stainless Steel,3.0,India,738.0,4238.0,Text349,Category3
Samsung,Model350,464.0,B,,Ice Dispenser,Silver,Glass,2.0,India,721.0,3800.0,Text350,Category3
Bosch,Model351,297.0,,Single Door,Water Dispenser,Black,Plastic,9.0,USA,1233.0,4343.0,Text351,Category3
Samsung,Model352,362.0,B,Single Door,None,Black,Plastic,7.0,Germany,229.0,3649.0,Text352,
Panasonic,Model353,320.0,A++,Double Door,None,Gray,Stainless Steel,7.0,China,616.0,1495.0,Text353,Category2
Siemens,Model354,235.0,A+,Double Door,Ice Dispenser,Silver,Glass,1.0,India,384.0,2976.0,,Category1
GE,Model355,724.0,A++,Double Door,Water Dispenser,Silver,Plastic,4.0,Germany,1550.0,,Text355,Category2
Panasonic,Model356,503.0,A+,Double Door,Water Dispenser,Gray,Stainless Steel,2.0,Germany,1163.0,4335.0,Text356,Category1
GE,Model357,514.0,A+,Single Door,Ice Dispenser,Silver,Plastic,2.0,India,582.0,4881.0,Text357,Category3
Panasonic,Model358,764.0,A++,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,6.0,Germany,476.0,4311.0,Text358,Category2
Bosch,Model359,302.0,A+,Side-by-Side,Smart Connectivity,Silver,Glass,2.0,China,1626.0,3883.0,Text359,Category1
Samsung,Model360,576.0,B,Single Door,Water Dispenser,Gray,Glass,1.0,USA,1474.0,3328.0,Text360,Category2
Electrolux,Model361,587.0,A++,Side-by-Side,Water Dispenser,Black,Glass,9.0,Germany,781.0,1664.0,Text361,Category2
LG,Model362,220.0,A,Double Door,Smart Connectivity,Silver,Glass,3.0,India,791.0,2662.0,Text362,Category2
Electrolux,Model363,338.0,A+,Side-by-Side,Water Dispenser,White,Glass,1.0,India,257.0,2968.0,Text363,Category3
Electrolux,Model364,238.0,A+,Side-by-Side,Ice Dispenser,Silver,,4.0,India,1305.0,2446.0,Text364,
Siemens,Model365,455.0,A,Side-by-Side,None,Black,Stainless Steel,5.0,China,1000.0,3771.0,Text365,Category3
LG,Model366,752.0,B,Single Door,None,Silver,Stainless Steel,5.0,India,1604.0,1686.0,Text366,Category1
Bosch,Model367,318.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,USA,1082.0,4258.0,Text367,Category3
Samsung,Model368,691.0,B,Side-by-Side,Water Dispenser,White,Plastic,1.0,USA,1477.0,2094.0,Text368,Category1
Haier,Model369,317.0,A++,Side-by-Side,Water Dispenser,Silver,,6.0,USA,1429.0,2510.0,Text369,Category2
Whirlpool,Model370,539.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,7.0,USA,1355.0,1089.0,Text370,Category2
LG,Model371,320.0,A++,Single Door,Ice Dispenser,White,,8.0,India,1502.0,,Text371,Category3
Frigidaire,Model372,,B,Side-by-Side,None,Black,Stainless Steel,,India,1207.0,3792.0,Text372,
Panasonic,Model373,514.0,A,Double Door,None,Silver,Glass,1.0,China,367.0,3337.0,Text373,Category1
GE,,162.0,A,Side-by-Side,,,Plastic,5.0,China,351.0,3312.0,Text374,Category1
Electrolux,Model375,369.0,A,Double Door,None,Black,Glass,6.0,USA,1387.0,2741.0,Text375,Category3
GE,Model376,341.0,A+,Side-by-Side,None,Black,Stainless Steel,,USA,1416.0,2313.0,Text376,Category1
LG,Model377,182.0,A+,Double Door,Ice Dispenser,White,,6.0,Germany,846.0,4677.0,Text377,Category3
Samsung,Model378,576.0,A++,Single Door,Ice Dispenser,Silver,Stainless Steel,8.0,USA,1341.0,4472.0,Text378,Category2
Electrolux,Model379,549.0,A++,Single Door,,Silver,Glass,5.0,USA,1374.0,4647.0,Text379,Category1
LG,Model380,618.0,B,,None,Black,Plastic,1.0,USA,1786.0,3717.0,Text380,Category2
Bosch,Model381,114.0,,Single Door,Ice Dispenser,Black,Stainless Steel,8.0,China,894.0,4005.0,Text381,Category1
Electrolux,Model382,724.0,B,Single Door,Smart Connectivity,Silver,Glass,8.0,China,788.0,,Text382,Category2
Haier,Model383,360.0,A++,Single Door,None,Silver,Plastic,5.0,Germany,856.0,4196.0,Text383,Category2
Panasonic,Model384,580.0,B,Double Door,Smart Connectivity,White,Plastic,6.0,Germany,945.0,4296.0,Text384,Category1
Bosch,Model385,675.0,A,Single Door,Water Dispenser,Black,Glass,6.0,Germany,,4492.0,Text385,Category3
GE,Model386,196.0,A,Single Door,Smart Connectivity,Gray,Glass,1.0,China,456.0,1366.0,Text386,Category3
Whirlpool,Model387,672.0,B,Side-by-Side,,Gray,Glass,2.0,Germany,526.0,2517.0,Text387,Category3
Siemens,Model388,516.0,B,Double Door,Water Dispenser,White,Glass,7.0,Germany,1455.0,4071.0,Text388,
Siemens,Model389,749.0,A++,Double Door,Smart Connectivity,Silver,Plastic,7.0,India,1905.0,3287.0,Text389,Category1
Samsung,Model390,336.0,A,Side-by-Side,Ice Dispenser,Gray,Glass,1.0,USA,1241.0,3925.0,Text390,Category1
Whirlpool,,412.0,A+,Single Door,Ice Dispenser,Black,Glass,2.0,China,1931.0,3007.0,Text391,Category1
LG,Model392,348.0,B,Double Door,None,Silver,Plastic,1.0,USA,1940.0,3640.0,Text392,Category1
GE,Model393,654.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,2.0,China,1100.0,4896.0,Text393,Category3
Haier,Model394,186.0,B,Single Door,None,Gray,Plastic,4.0,Germany,1994.0,3643.0,Text394,Category1
LG,Model395,573.0,A++,Side-by-Side,Water Dispenser,Gray,Stainless Steel,7.0,Germany,1254.0,4493.0,Text395,Category2
Panasonic,Model396,736.0,A+,Single Door,Water Dispenser,White,Stainless Steel,1.0,,366.0,2305.0,Text396,Category3
Frigidaire,Model397,149.0,B,Side-by-Side,,Black,Plastic,2.0,China,947.0,4322.0,Text397,Category2
Whirlpool,Model398,763.0,B,Double Door,Water Dispenser,White,Stainless Steel,6.0,USA,442.0,,Text398,Category3
LG,Model399,557.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,6.0,China,1064.0,2457.0,Text399,Category2
Electrolux,Model400,697.0,B,Double Door,None,White,Stainless Steel,1.0,Germany,802.0,1409.0,Text400,Category1
Frigidaire,Model401,587.0,A++,Double Door,Water Dispenser,Gray,Plastic,7.0,USA,326.0,4032.0,Text401,Category1
Frigidaire,Model402,717.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,1.0,Germany,1863.0,4585.0,Text402,Category3
Electrolux,Model403,387.0,A,Side-by-Side,None,Gray,,9.0,,232.0,,Text403,Category2
Haier,Model404,444.0,A+,Single Door,Ice Dispenser,White,Plastic,8.0,Germany,388.0,4398.0,Text404,Category1
Electrolux,Model405,,B,Single Door,Ice Dispenser,Gray,Plastic,7.0,India,439.0,3673.0,Text405,Category1
Siemens,Model406,337.0,A++,Single Door,None,Gray,Stainless Steel,,China,399.0,1968.0,Text406,Category2
Bosch,Model407,721.0,A,Single Door,None,Silver,Stainless Steel,,USA,1271.0,4806.0,Text407,Category3
Electrolux,,134.0,A+,Double Door,Ice Dispenser,White,Stainless Steel,9.0,Germany,225.0,4712.0,Text408,Category2
Samsung,Model409,353.0,A,Single Door,Ice Dispenser,Gray,Plastic,9.0,China,375.0,,,Category3
Frigidaire,Model410,703.0,A++,Single Door,None,White,Stainless Steel,4.0,China,1666.0,3101.0,Text410,Category2
Siemens,Model411,319.0,A,Single Door,None,White,Plastic,,,1574.0,4994.0,,Category3
LG,,119.0,A,Double Door,Ice Dispenser,Gray,Glass,7.0,China,991.0,2480.0,Text412,Category3
LG,Model413,288.0,,Side-by-Side,None,White,Stainless Steel,2.0,Germany,1797.0,3689.0,Text413,Category1
Samsung,Model414,,A,Double Door,Water Dispenser,Black,Glass,,India,1954.0,2961.0,Text414,Category3
LG,Model415,384.0,B,Side-by-Side,None,Silver,Stainless Steel,6.0,India,1170.0,4795.0,Text415,Category1
Samsung,Model416,542.0,A++,,Ice Dispenser,Black,Plastic,2.0,USA,527.0,1911.0,Text416,Category3
LG,Model417,373.0,A,,Smart Connectivity,Black,Glass,2.0,Germany,309.0,3913.0,Text417,Category2
Samsung,Model418,123.0,A,Single Door,Water Dispenser,White,Stainless Steel,7.0,China,1377.0,3218.0,Text418,Category1
Panasonic,Model419,433.0,A++,Double Door,,Gray,Plastic,8.0,USA,613.0,1307.0,Text419,Category1
Whirlpool,Model420,334.0,A+,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,China,,1077.0,Text420,Category3
Frigidaire,Model421,686.0,B,Single Door,None,White,Plastic,8.0,Germany,1070.0,3325.0,Text421,Category3
Panasonic,Model422,538.0,A,Side-by-Side,Ice Dispenser,White,Stainless Steel,9.0,USA,487.0,3978.0,Text422,Category2
Electrolux,Model423,144.0,A++,Double Door,Water Dispenser,Gray,Glass,,USA,1989.0,4422.0,Text423,Category1
Frigidaire,Model424,543.0,A,Single Door,Ice Dispenser,Gray,Stainless Steel,1.0,Germany,1350.0,3941.0,Text424,Category2
Samsung,Model425,303.0,A+,Single Door,Water Dispenser,White,Glass,6.0,India,927.0,3098.0,Text425,Category2
Siemens,Model426,324.0,A+,Side-by-Side,Water Dispenser,Silver,Plastic,1.0,India,436.0,3526.0,Text426,Category1
Haier,Model427,250.0,A++,Single Door,None,Silver,Plastic,7.0,Germany,564.0,2767.0,Text427,
Haier,Model428,758.0,A,Double Door,None,Gray,Plastic,4.0,USA,1513.0,3262.0,Text428,Category2
Panasonic,Model429,420.0,A,Side-by-Side,None,White,Glass,9.0,China,670.0,,Text429,Category1
GE,,528.0,B,Double Door,Ice Dispenser,Black,Glass,1.0,Germany,1849.0,2002.0,Text430,Category3
GE,Model431,798.0,A+,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,4.0,Germany,1254.0,1238.0,Text431,Category1
Samsung,Model432,446.0,A,Single Door,Smart Connectivity,Silver,Glass,1.0,USA,1409.0,1931.0,Text432,Category2
